CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014
11140,,13261,"Sumter County, GA",County or equivalent,32819,32817,32707,32095,31631,31357,31232,-110,-612,-464,-274,-125,106,419,462,367,406,124,334,354,297,300,-18,85,108,70,106,3,12,7,12,14,-95,-722,-588,-348,-256,-92,-710,-581,-336,-242,0,13,9,-8,11
11220,,,"Amsterdam, NY",Micropolitan Statistical Area,50219,50236,50288,49965,49891,49830,49779,52,-323,-74,-61,-51,168,565,554,582,570,110,594,565,563,545,58,-29,-11,19,25,12,101,102,101,101,-7,-370,-167,-198,-164,5,-269,-65,-97,-63,-11,-25,2,17,-13
11220,,36057,"Montgomery County, NY",County or equivalent,50219,50236,50288,49965,49891,49830,49779,52,-323,-74,-61,-51,168,565,554,582,570,110,594,565,563,545,58,-29,-11,19,25,12,101,102,101,101,-7,-370,-167,-198,-164,5,-269,-65,-97,-63,-11,-25,2,17,-13
11380,,,"Andrews, TX",Micropolitan Statistical Area,14786,14786,14835,15393,16119,16808,17477,49,558,726,689,669,60,260,286,329,336,13,125,132,107,87,47,135,154,222,249,7,14,12,15,15,-2,404,547,454,405,5,418,559,469,420,-3,5,13,-2,0
11380,,48003,"Andrews County, TX",County or equivalent,14786,14786,14835,15393,16119,16808,17477,49,558,726,689,669,60,260,286,329,336,13,125,132,107,87,47,135,154,222,249,7,14,12,15,15,-2,404,547,454,405,5,418,559,469,420,-3,5,13,-2,0
11420,,,"Angola, IN",Micropolitan Statistical Area,34185,34183,34135,34058,34155,34294,34308,-48,-77,97,139,14,82,366,355,346,349,63,292,284,303,300,19,74,71,43,49,1,2,2,3,3,-67,-141,27,101,-41,-66,-139,29,104,-38,-1,-12,-3,-8,3
11420,,18151,"Steuben County, IN",County or equivalent,34185,34183,34135,34058,34155,34294,34308,-48,-77,97,139,14,82,366,355,346,349,63,292,284,303,300,19,74,71,43,49,1,2,2,3,3,-67,-141,27,101,-41,-66,-139,29,104,-38,-1,-12,-3,-8,3
11580,,,"Arcadia, FL",Micropolitan Statistical Area,34862,34862,34916,34636,34745,34616,35012,54,-280,109,-129,396,95,424,382,350,360,56,311,278,273,279,39,113,104,77,81,19,112,96,114,122,-2,-527,-91,-258,194,17,-415,5,-144,316,-2,22,0,-62,-1
11580,,12027,"DeSoto County, FL",County or equivalent,34862,34862,34916,34636,34745,34616,35012,54,-280,109,-129,396,95,424,382,350,360,56,311,278,273,279,39,113,104,77,81,19,112,96,114,122,-2,-527,-91,-258,194,17,-415,5,-144,316,-2,22,0,-62,-1
11620,,,"Ardmore, OK",Micropolitan Statistical Area,47557,47726,47778,48074,48114,48655,48821,52,296,40,541,166,145,626,628,657,673,114,641,585,572,617,31,-15,43,85,56,10,30,25,26,26,14,281,-24,413,94,24,311,1,439,120,-3,0,-4,17,-10
11620,,40019,"Carter County, OK",County or equivalent,47557,47726,47778,48074,48114,48655,48821,52,296,40,541,166,145,626,628,657,673,114,641,585,572,617,31,-15,43,85,56,10,30,25,26,26,14,281,-24,413,94,24,311,1,439,120,-3,0,-4,17,-10
11660,,,"Arkadelphia, AR",Micropolitan Statistical Area,22995,22995,22950,22953,22822,22697,22576,-45,3,-131,-125,-121,70,242,253,230,226,94,269,247,243,248,-24,-27,6,-13,-22,6,18,19,22,22,-27,24,-161,-152,-136,-21,42,-142,-130,-114,0,-12,5,18,15
11660,,5019,"Clark County, AR",County or equivalent,22995,22995,22950,22953,22822,22697,22576,-45,3,-131,-125,-121,70,242,253,230,226,94,269,247,243,248,-24,-27,6,-13,-22,6,18,19,22,22,-27,24,-161,-152,-136,-21,42,-142,-130,-114,0,-12,5,18,15
11680,,,"Arkansas City-Winfield, KS",Micropolitan Statistical Area,36311,36311,36308,36242,36264,36230,35963,-3,-66,22,-34,-267,123,479,455,466,460,67,452,438,389,396,56,27,17,77,64,13,40,37,47,48,-72,-129,-33,-185,-379,-59,-89,4,-138,-331,0,-4,1,27,0
11680,,20035,"Cowley County, KS",County or equivalent,36311,36311,36308,36242,36264,36230,35963,-3,-66,22,-34,-267,123,479,455,466,460,67,452,438,389,396,56,27,17,77,64,13,40,37,47,48,-72,-129,-33,-185,-379,-59,-89,4,-138,-331,0,-4,1,27,0
11740,,,"Ashland, OH",Micropolitan Statistical Area,53139,53139,53329,53288,53240,53117,53035,190,-41,-48,-123,-82,175,591,606,621,612,91,569,537,540,549,84,22,69,81,63,13,46,47,52,52,86,-110,-166,-257,-187,99,-64,-119,-205,-135,7,1,2,1,-10
11740,,39005,"Ashland County, OH",County or equivalent,53139,53139,53329,53288,53240,53117,53035,190,-41,-48,-123,-82,175,591,606,621,612,91,569,537,540,549,84,22,69,81,63,13,46,47,52,52,86,-110,-166,-257,-187,99,-64,-119,-205,-135,7,1,2,1,-10
11780,,,"Ashtabula, OH",Micropolitan Statistical Area,101497,101497,101409,101101,100264,99779,99175,-88,-308,-837,-485,-604,297,1142,1076,1121,1091,284,1153,1178,1102,1092,13,-11,-102,19,-1,7,56,60,57,58,-109,-326,-806,-539,-621,-102,-270,-746,-482,-563,1,-27,11,-22,-40
11780,,39007,"Ashtabula County, OH",County or equivalent,101497,101497,101409,101101,100264,99779,99175,-88,-308,-837,-485,-604,297,1142,1076,1121,1091,284,1153,1178,1102,1092,13,-11,-102,19,-1,7,56,60,57,58,-109,-326,-806,-539,-621,-102,-270,-746,-482,-563,1,-27,11,-22,-40
11820,,,"Astoria, OR",Micropolitan Statistical Area,37039,37037,37058,37183,37343,37121,37474,21,125,160,-222,353,91,417,428,421,421,74,359,365,399,395,17,58,63,22,26,7,26,59,45,40,0,52,44,-300,295,7,78,103,-255,335,-3,-11,-6,11,-8
11820,,41007,"Clatsop County, OR",County or equivalent,37039,37037,37058,37183,37343,37121,37474,21,125,160,-222,353,91,417,428,421,421,74,359,365,399,395,17,58,63,22,26,7,26,59,45,40,0,52,44,-300,295,7,78,103,-255,335,-3,-11,-6,11,-8
11860,,,"Atchison, KS",Micropolitan Statistical Area,16924,16924,16870,16785,16800,16717,16513,-54,-85,15,-83,-204,55,217,206,206,203,69,186,176,159,168,-14,31,30,47,35,1,3,3,4,4,-43,-125,-17,-109,-245,-42,-122,-14,-105,-241,2,6,-1,-25,2
11860,,20005,"Atchison County, KS",County or equivalent,16924,16924,16870,16785,16800,16717,16513,-54,-85,15,-83,-204,55,217,206,206,203,69,186,176,159,168,-14,31,30,47,35,1,3,3,4,4,-43,-125,-17,-109,-245,-42,-122,-14,-105,-241,2,6,-1,-25,2
11900,,,"Athens, OH",Micropolitan Statistical Area,64757,64773,65218,65117,64638,64515,64713,445,-101,-479,-123,198,132,554,565,567,582,155,522,458,481,466,-23,32,107,86,116,53,268,274,299,299,385,-398,-878,-508,-185,438,-130,-604,-209,114,30,-3,18,0,-32
11900,,39009,"Athens County, OH",County or equivalent,64757,64773,65218,65117,64638,64515,64713,445,-101,-479,-123,198,132,554,565,567,582,155,522,458,481,466,-23,32,107,86,116,53,268,274,299,299,385,-398,-878,-508,-185,438,-130,-604,-209,114,30,-3,18,0,-32
11940,,,"Athens, TN",Micropolitan Statistical Area,52266,52266,52224,52378,52452,52363,52626,-42,154,74,-89,263,144,568,597,531,559,171,663,587,620,605,-27,-95,10,-89,-46,6,45,44,50,50,-16,209,22,-48,301,-10,254,66,2,351,-5,-5,-2,-2,-42
11940,,47107,"McMinn County, TN",County or equivalent,52266,52266,52224,52378,52452,52363,52626,-42,154,74,-89,263,144,568,597,531,559,171,663,587,620,605,-27,-95,10,-89,-46,6,45,44,50,50,-16,209,22,-48,301,-10,254,66,2,351,-5,-5,-2,-2,-42
11980,,,"Athens, TX",Micropolitan Statistical Area,78532,78536,78648,78684,78942,78618,79290,112,36,258,-324,672,218,933,920,862,871,265,928,937,1020,992,-47,5,-17,-158,-121,7,18,17,24,28,149,34,267,-163,783,156,52,284,-139,811,3,-21,-9,-27,-18
11980,,48213,"Henderson County, TX",County or equivalent,78532,78536,78648,78684,78942,78618,79290,112,36,258,-324,672,218,933,920,862,871,265,928,937,1020,992,-47,5,-17,-158,-121,7,18,17,24,28,149,34,267,-163,783,156,52,284,-139,811,3,-21,-9,-27,-18
12140,,,"Auburn, IN",Micropolitan Statistical Area,42223,42223,42254,42413,42255,42302,42383,31,159,-158,47,81,117,517,519,461,488,68,389,363,377,384,49,128,156,84,104,2,11,11,13,15,-19,23,-331,-62,-8,-17,34,-320,-49,7,-1,-3,6,12,-30
12140,,18033,"DeKalb County, IN",County or equivalent,42223,42223,42254,42413,42255,42302,42383,31,159,-158,47,81,117,517,519,461,488,68,389,363,377,384,49,128,156,84,104,2,11,11,13,15,-19,23,-331,-62,-8,-17,34,-320,-49,7,-1,-3,6,12,-30
12180,,,"Auburn, NY",Micropolitan Statistical Area,80026,80025,79826,79803,79617,79335,78823,-199,-23,-186,-282,-512,191,819,792,809,790,204,740,737,758,690,-13,79,55,51,100,9,68,72,73,72,-186,-181,-307,-405,-680,-177,-113,-235,-332,-608,-9,11,-6,-1,-4
12180,,36011,"Cayuga County, NY",County or equivalent,80026,80025,79826,79803,79617,79335,78823,-199,-23,-186,-282,-512,191,819,792,809,790,204,740,737,758,690,-13,79,55,51,100,9,68,72,73,72,-186,-181,-307,-405,-680,-177,-113,-235,-332,-608,-9,11,-6,-1,-4
12300,,,"Augusta-Waterville, ME",Micropolitan Statistical Area,122151,122151,122053,121727,121586,121056,121112,-98,-326,-141,-530,56,261,1193,1204,1204,1191,352,1286,1188,1262,1270,-91,-93,16,-58,-79,8,17,27,27,27,-9,-218,-184,-472,163,-1,-201,-157,-445,190,-6,-32,0,-27,-55
12300,,23011,"Kennebec County, ME",County or equivalent,122151,122151,122053,121727,121586,121056,121112,-98,-326,-141,-530,56,261,1193,1204,1204,1191,352,1286,1188,1262,1270,-91,-93,16,-58,-79,8,17,27,27,27,-9,-218,-184,-472,163,-1,-201,-157,-445,190,-6,-32,0,-27,-55
12380,,,"Austin, MN",Micropolitan Statistical Area,39163,39163,39219,39322,39377,39318,39323,56,103,55,-59,5,157,502,527,480,484,62,371,383,353,353,95,131,144,127,131,14,76,64,70,73,-43,-113,-152,-252,-206,-29,-37,-88,-182,-133,-10,9,-1,-4,7
12380,,27099,"Mower County, MN",County or equivalent,39163,39163,39219,39322,39377,39318,39323,56,103,55,-59,5,157,502,527,480,484,62,371,383,353,353,95,131,144,127,131,14,76,64,70,73,-43,-113,-152,-252,-206,-29,-37,-88,-182,-133,-10,9,-1,-4,7
12460,,,"Bainbridge, GA",Micropolitan Statistical Area,27842,27842,27821,27663,27463,27372,27220,-21,-158,-200,-91,-152,101,372,371,364,366,58,313,318,300,307,43,59,53,64,59,-2,1,1,4,4,-64,-219,-258,-147,-232,-66,-218,-257,-143,-228,2,1,4,-12,17
12460,,13087,"Decatur County, GA",County or equivalent,27842,27842,27821,27663,27463,27372,27220,-21,-158,-200,-91,-152,101,372,371,364,366,58,313,318,300,307,43,59,53,64,59,-2,1,1,4,4,-64,-219,-258,-147,-232,-66,-218,-257,-143,-228,2,1,4,-12,17
12660,,,"Baraboo, WI",Micropolitan Statistical Area,61976,61976,62019,62405,62540,63063,63379,43,386,135,523,316,191,768,767,752,740,112,605,572,572,583,79,163,195,180,157,21,78,79,87,86,-43,64,-138,237,31,-22,142,-59,324,117,-14,81,-1,19,42
12660,,55111,"Sauk County, WI",County or equivalent,61976,61976,62019,62405,62540,63063,63379,43,386,135,523,316,191,768,767,752,740,112,605,572,572,583,79,163,195,180,157,21,78,79,87,86,-43,64,-138,237,31,-22,142,-59,324,117,-14,81,-1,19,42
12680,,,"Bardstown, KY",Micropolitan Statistical Area,43437,43437,43604,44013,44351,44492,44812,167,409,338,141,320,153,580,606,592,602,58,345,354,376,377,95,235,252,216,225,-3,-7,-6,-6,-3,73,193,94,-78,117,70,186,88,-84,114,2,-12,-2,9,-19
12680,,21179,"Nelson County, KY",County or equivalent,43437,43437,43604,44013,44351,44492,44812,167,409,338,141,320,153,580,606,592,602,58,345,354,376,377,95,235,252,216,225,-3,-7,-6,-6,-3,73,193,94,-78,117,70,186,88,-84,114,2,-12,-2,9,-19
12740,,,"Barre, VT",Micropolitan Statistical Area,59534,59535,59550,59543,59351,59221,58998,15,-7,-192,-130,-223,144,611,615,536,550,144,525,500,515,516,0,86,115,21,34,2,21,23,23,23,15,-94,-329,-194,-270,17,-73,-306,-171,-247,-2,-20,-1,20,-10
12740,,50023,"Washington County, VT",County or equivalent,59534,59535,59550,59543,59351,59221,58998,15,-7,-192,-130,-223,144,611,615,536,550,144,525,500,515,516,0,86,115,21,34,2,21,23,23,23,15,-94,-329,-194,-270,17,-73,-306,-171,-247,-2,-20,-1,20,-10
12780,,,"Bartlesville, OK",Micropolitan Statistical Area,50976,50977,51080,51524,51710,51567,51937,103,444,186,-143,370,178,664,623,602,616,120,584,588,606,621,58,80,35,-4,-5,12,60,60,69,69,36,335,97,-211,309,48,395,157,-142,378,-3,-31,-6,3,-3
12780,,40147,"Washington County, OK",County or equivalent,50976,50977,51080,51524,51710,51567,51937,103,444,186,-143,370,178,664,623,602,616,120,584,588,606,621,58,80,35,-4,-5,12,60,60,69,69,36,335,97,-211,309,48,395,157,-142,378,-3,-31,-6,3,-3
12820,,,"Bastrop, LA",Micropolitan Statistical Area,27979,27979,27888,27482,27431,27035,26760,-91,-406,-51,-396,-275,85,382,366,347,346,135,383,364,354,350,-50,-1,2,-7,-4,1,5,4,5,5,-42,-402,-55,-405,-270,-41,-397,-51,-400,-265,0,-8,-2,11,-6
12820,,22067,"Morehouse Parish, LA",County or equivalent,27979,27979,27888,27482,27431,27035,26760,-91,-406,-51,-396,-275,85,382,366,347,346,135,383,364,354,350,-50,-1,2,-7,-4,1,5,4,5,5,-42,-402,-55,-405,-270,-41,-397,-51,-400,-265,0,-8,-2,11,-6
12860,,,"Batavia, NY",Micropolitan Statistical Area,60079,60050,60032,60019,59874,59422,59162,-18,-13,-145,-452,-260,154,641,604,594,600,165,621,594,613,611,-11,20,10,-19,-11,10,70,72,77,78,-15,-76,-230,-525,-327,-5,-6,-158,-448,-249,-2,-27,3,15,0
12860,,36037,"Genesee County, NY",County or equivalent,60079,60050,60032,60019,59874,59422,59162,-18,-13,-145,-452,-260,154,641,604,594,600,165,621,594,613,611,-11,20,10,-19,-11,10,70,72,77,78,-15,-76,-230,-525,-327,-5,-6,-158,-448,-249,-2,-27,3,15,0
12900,,,"Batesville, AR",Micropolitan Statistical Area,36647,36647,36795,36803,36905,36843,36959,148,8,102,-62,116,108,456,486,473,472,111,389,404,402,403,-3,67,82,71,69,4,17,17,23,24,140,-62,4,-139,42,144,-45,21,-116,66,7,-14,-1,-17,-19
12900,,5063,"Independence County, AR",County or equivalent,36647,36647,36795,36803,36905,36843,36959,148,8,102,-62,116,108,456,486,473,472,111,389,404,402,403,-3,67,82,71,69,4,17,17,23,24,140,-62,4,-139,42,144,-45,21,-116,66,7,-14,-1,-17,-19
13060,,,"Bay City, TX",Micropolitan Statistical Area,36702,36702,36721,36714,36566,36537,36519,19,-7,-148,-29,-18,137,547,522,497,516,99,340,331,362,358,38,207,191,135,158,1,8,4,8,8,-19,-209,-346,-150,-166,-18,-201,-342,-142,-158,-1,-13,3,-22,-18
13060,,48321,"Matagorda County, TX",County or equivalent,36702,36702,36721,36714,36566,36537,36519,19,-7,-148,-29,-18,137,547,522,497,516,99,340,331,362,358,38,207,191,135,158,1,8,4,8,8,-19,-209,-346,-150,-166,-18,-201,-342,-142,-158,-1,-13,3,-22,-18
13100,,,"Beatrice, NE",Micropolitan Statistical Area,22311,22311,22286,21946,21735,21816,21663,-25,-340,-211,81,-153,55,230,232,260,252,94,286,269,264,266,-39,-56,-37,-4,-14,0,-3,-3,-3,-3,19,-274,-175,80,-132,19,-277,-178,77,-135,-5,-7,4,8,-4
13100,,31067,"Gage County, NE",County or equivalent,22311,22311,22286,21946,21735,21816,21663,-25,-340,-211,81,-153,55,230,232,260,252,94,286,269,264,266,-39,-56,-37,-4,-14,0,-3,-3,-3,-3,19,-274,-175,80,-132,19,-277,-178,77,-135,-5,-7,4,8,-4
13180,,,"Beaver Dam, WI",Micropolitan Statistical Area,88759,88761,88659,88737,88576,88399,88574,-102,78,-161,-177,175,224,861,820,843,826,207,904,822,846,865,17,-43,-2,-3,-39,9,52,51,57,58,-112,-81,-202,-179,172,-103,-29,-151,-122,230,-16,150,-8,-52,-16
13180,,55027,"Dodge County, WI",County or equivalent,88759,88761,88659,88737,88576,88399,88574,-102,78,-161,-177,175,224,861,820,843,826,207,904,822,846,865,17,-43,-2,-3,-39,9,52,51,57,58,-112,-81,-202,-179,172,-103,-29,-151,-122,230,-16,150,-8,-52,-16
13260,,,"Bedford, IN",Micropolitan Statistical Area,46134,46129,46138,46088,46045,45873,45704,9,-50,-43,-172,-169,130,478,472,507,492,147,501,553,548,528,-17,-23,-81,-41,-36,4,26,27,29,29,26,-34,15,-178,-132,30,-8,42,-149,-103,-4,-19,-4,18,-30
13260,,18093,"Lawrence County, IN",County or equivalent,46134,46129,46138,46088,46045,45873,45704,9,-50,-43,-172,-169,130,478,472,507,492,147,501,553,548,528,-17,-23,-81,-41,-36,4,26,27,29,29,26,-34,15,-178,-132,30,-8,42,-149,-103,-4,-19,-4,18,-30
13300,,,"Beeville, TX",Micropolitan Statistical Area,31861,31861,31901,32321,32451,32773,32863,40,420,130,322,90,103,338,381,383,380,98,249,241,218,215,5,89,140,165,165,2,11,12,14,15,34,319,-15,148,-73,36,330,-3,162,-58,-1,1,-7,-5,-17
13300,,48025,"Bee County, TX",County or equivalent,31861,31861,31901,32321,32451,32773,32863,40,420,130,322,90,103,338,381,383,380,98,249,241,218,215,5,89,140,165,165,2,11,12,14,15,34,319,-15,148,-73,36,330,-3,162,-58,-1,1,-7,-5,-17
13340,,,"Bellefontaine, OH",Micropolitan Statistical Area,45858,45858,45774,45621,45454,45466,45507,-84,-153,-167,12,41,128,582,514,534,536,149,451,435,489,496,-21,131,79,45,40,1,7,8,8,8,-64,-280,-258,-63,15,-63,-273,-250,-55,23,0,-11,4,22,-22
13340,,39091,"Logan County, OH",County or equivalent,45858,45858,45774,45621,45454,45466,45507,-84,-153,-167,12,41,128,582,514,534,536,149,451,435,489,496,-21,131,79,45,40,1,7,8,8,8,-64,-280,-258,-63,15,-63,-273,-250,-55,23,0,-11,4,22,-22
13420,,,"Bemidji, MN",Micropolitan Statistical Area,44442,44442,44585,45108,45241,45582,45664,143,523,133,341,82,189,724,704,740,730,68,434,378,372,380,121,290,326,368,350,11,32,33,34,34,13,183,-225,-22,-292,24,215,-192,12,-258,-2,18,-1,-39,-10
13420,,27007,"Beltrami County, MN",County or equivalent,44442,44442,44585,45108,45241,45582,45664,143,523,133,341,82,189,724,704,740,730,68,434,378,372,380,121,290,326,368,350,11,32,33,34,34,13,183,-225,-22,-292,24,215,-192,12,-258,-2,18,-1,-39,-10
13500,,,"Bennettsville, SC",Micropolitan Statistical Area,28933,28933,28907,28484,28157,27999,27924,-26,-423,-327,-158,-75,89,284,306,316,301,52,303,318,346,326,37,-19,-12,-30,-25,1,6,5,5,5,-61,-424,-326,-112,-42,-60,-418,-321,-107,-37,-3,14,6,-21,-13
13500,,45069,"Marlboro County, SC",County or equivalent,28933,28933,28907,28484,28157,27999,27924,-26,-423,-327,-158,-75,89,284,306,316,301,52,303,318,346,326,37,-19,-12,-30,-25,1,6,5,5,5,-61,-424,-326,-112,-42,-60,-418,-321,-107,-37,-3,14,6,-21,-13
13540,,,"Bennington, VT",Micropolitan Statistical Area,37125,37125,37077,36812,36669,36692,36445,-48,-265,-143,23,-247,74,314,327,343,341,124,436,416,408,431,-50,-122,-89,-65,-90,4,25,26,30,30,2,-144,-85,30,-182,6,-119,-59,60,-152,-4,-24,5,28,-5
13540,,50003,"Bennington County, VT",County or equivalent,37125,37125,37077,36812,36669,36692,36445,-48,-265,-143,23,-247,74,314,327,343,341,124,436,416,408,431,-50,-122,-89,-65,-90,4,25,26,30,30,2,-144,-85,30,-182,6,-119,-59,60,-152,-4,-24,5,28,-5
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,39361,39358,39254,38783,38193,38158,37778,-104,-471,-590,-35,-380,71,317,269,312,295,100,488,444,470,453,-29,-171,-175,-158,-158,5,16,16,20,20,-81,-312,-440,109,-255,-76,-296,-424,129,-235,1,-4,9,-6,13
13620,,33007,"Coos County, NH",County or equivalent,33055,33052,32957,32460,31977,31962,31653,-95,-497,-483,-15,-309,58,254,223,263,248,92,434,389,417,400,-34,-180,-166,-154,-152,5,16,16,20,20,-70,-321,-343,125,-190,-65,-305,-327,145,-170,4,-12,10,-6,13
13620,,50009,"Essex County, VT",County or equivalent,6306,6306,6297,6323,6216,6196,6125,-9,26,-107,-20,-71,13,63,46,49,47,8,54,55,53,53,5,9,-9,-4,-6,0,0,0,0,0,-11,9,-97,-16,-65,-11,9,-97,-16,-65,-3,8,-1,0,0
13660,,,"Big Rapids, MI",Micropolitan Statistical Area,42798,42798,42824,43420,43482,43218,43186,26,596,62,-264,-32,95,411,427,418,412,81,364,370,395,362,14,47,57,23,50,10,52,53,58,58,7,509,-45,-357,-118,17,561,8,-299,-60,-5,-12,-3,12,-22
13660,,26107,"Mecosta County, MI",County or equivalent,42798,42798,42824,43420,43482,43218,43186,26,596,62,-264,-32,95,411,427,418,412,81,364,370,395,362,14,47,57,23,50,10,52,53,58,58,7,509,-45,-357,-118,17,561,8,-299,-60,-5,-12,-3,12,-22
13700,,,"Big Spring, TX",Micropolitan Statistical Area,36238,36238,36255,36249,36792,37522,37942,17,-6,543,730,420,125,418,443,472,494,118,397,366,383,360,7,21,77,89,134,11,79,61,73,77,3,-110,400,589,162,14,-31,461,662,239,-4,4,5,-21,47
13700,,48173,"Glasscock County, TX",County or equivalent,1226,1226,1228,1231,1256,1245,1291,2,3,25,-11,46,2,11,16,12,12,2,8,1,10,6,0,3,15,2,6,0,3,2,2,2,2,-4,10,-13,35,2,-1,12,-11,37,0,1,-2,-2,3
13700,,48227,"Howard County, TX",County or equivalent,35012,35012,35027,35018,35536,36277,36651,15,-9,518,741,374,123,407,427,460,482,116,389,365,373,354,7,18,62,87,128,11,76,59,71,75,1,-106,390,602,127,12,-30,449,673,202,-4,3,7,-19,44
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,61313,61318,61428,61164,60545,60086,59274,110,-264,-619,-459,-812,161,674,629,659,637,176,719,747,735,679,-15,-45,-118,-76,-42,5,11,9,14,15,113,-269,-514,-391,-779,118,-258,-505,-377,-764,7,39,4,-6,-6
13720,,51051,"Dickenson County, VA",County or equivalent,15903,15892,15870,15765,15668,15449,15308,-22,-105,-97,-219,-141,39,182,177,152,156,77,195,212,195,186,-38,-13,-35,-43,-30,2,4,4,5,5,14,-107,-64,-175,-108,16,-103,-60,-170,-103,0,11,-2,-6,-8
13720,,51195,"Wise County, VA",County or equivalent,41452,41480,41594,41384,40828,40620,39935,114,-210,-556,-208,-685,106,426,396,445,432,88,483,490,508,470,18,-57,-94,-63,-38,1,3,3,4,4,88,-174,-471,-163,-652,89,-171,-468,-159,-648,7,18,6,14,1
13720,,51720,"Norton city, VA",County or equivalent,3958,3946,3964,4015,4049,4017,4031,18,51,34,-32,14,16,66,56,62,49,11,41,45,32,23,5,25,11,30,26,2,4,2,5,6,11,12,21,-53,-19,13,16,23,-48,-13,0,10,0,-14,1
13940,,,"Blackfoot, ID",Micropolitan Statistical Area,45607,45607,45736,45884,45493,45408,45269,129,148,-391,-85,-139,192,742,745,776,760,59,322,338,299,308,133,420,407,477,452,1,-4,-6,-2,-1,-3,-253,-805,-561,-577,-2,-257,-811,-563,-578,-2,-15,13,1,-13
13940,,16011,"Bingham County, ID",County or equivalent,45607,45607,45736,45884,45493,45408,45269,129,148,-391,-85,-139,192,742,745,776,760,59,322,338,299,308,133,420,407,477,452,1,-4,-6,-2,-1,-3,-253,-805,-561,-577,-2,-257,-811,-563,-578,-2,-15,13,1,-13
14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,107342,107344,107470,107127,106606,106017,105237,126,-343,-521,-589,-780,327,1215,1223,1230,1212,325,1581,1580,1479,1503,2,-366,-357,-249,-291,11,30,32,35,35,118,10,-188,-362,-455,129,40,-156,-327,-420,-5,-17,-8,-13,-69
14140,,51185,"Tazewell County, VA",County or equivalent,45078,45078,45157,44690,44248,44107,43452,79,-467,-442,-141,-655,128,456,421,461,449,160,683,633,605,611,-32,-227,-212,-144,-162,3,2,2,4,4,102,-235,-227,-20,-471,105,-233,-225,-16,-467,6,-7,-5,19,-26
14140,,54055,"Mercer County, WV",County or equivalent,62264,62266,62313,62437,62358,61910,61785,47,124,-79,-448,-125,199,759,802,769,763,165,898,947,874,892,34,-139,-145,-105,-129,8,28,30,31,31,16,245,39,-342,16,24,273,69,-311,47,-11,-10,-3,-32,-43
14180,,,"Blytheville, AR",Micropolitan Statistical Area,46480,46480,46371,46035,45550,44734,44235,-109,-336,-485,-816,-499,158,638,671,607,610,106,511,505,500,502,52,127,166,107,108,7,32,28,30,30,-165,-490,-681,-931,-645,-158,-458,-653,-901,-615,-3,-5,2,-22,8
14180,,5093,"Mississippi County, AR",County or equivalent,46480,46480,46371,46035,45550,44734,44235,-109,-336,-485,-816,-499,158,638,671,607,610,106,511,505,500,502,52,127,166,107,108,7,32,28,30,30,-165,-490,-681,-931,-645,-158,-458,-653,-901,-615,-3,-5,2,-22,8
14220,,,"Bogalusa, LA",Micropolitan Statistical Area,47168,47171,47119,47164,46664,46384,46286,-52,45,-500,-280,-98,148,578,546,537,540,83,549,558,587,591,65,29,-12,-50,-51,1,3,4,4,4,-114,30,-494,-227,-46,-113,33,-490,-223,-42,-4,-17,2,-7,-5
14220,,22117,"Washington Parish, LA",County or equivalent,47168,47171,47119,47164,46664,46384,46286,-52,45,-500,-280,-98,148,578,546,537,540,83,549,558,587,591,65,29,-12,-50,-51,1,3,4,4,4,-114,30,-494,-227,-46,-113,33,-490,-223,-42,-4,-17,2,-7,-5
14340,,,"Boone, IA",Micropolitan Statistical Area,26306,26306,26276,26336,26234,26352,26433,-30,60,-102,118,81,72,315,304,315,314,84,289,289,293,288,-12,26,15,22,26,1,2,1,1,1,-18,12,-118,121,54,-17,14,-117,122,55,-1,20,0,-26,0
14340,,19015,"Boone County, IA",County or equivalent,26306,26306,26276,26336,26234,26352,26433,-30,60,-102,118,81,72,315,304,315,314,84,289,289,293,288,-12,26,15,22,26,1,2,1,1,1,-18,12,-118,121,54,-17,14,-117,122,55,-1,20,0,-26,0
14380,,,"Boone, NC",Micropolitan Statistical Area,51079,51079,50993,51583,52064,52317,52560,-86,590,481,253,243,90,361,362,335,344,97,362,314,293,341,-7,-1,48,42,3,3,21,20,24,26,-81,570,404,241,239,-78,591,424,265,265,-1,0,9,-54,-25
